Gene	AA Sequence	Superfam ID	Superfam Name	Fold Name
    	63-241	55186	ThrRS/AlaRS common domain:	RRF/tRNA synthetase additional domain-like
    	533-628	52954	Class II aaRS ABD-related:	Anticodon-binding domain-like
    	3-61	81271	TGS-like:	beta-Grasp (ubiquitin-like)
chbA	14-113	46973	Enzyme IIa from lactose specific PTS, IIa-lac:	Spectrin repeat-like
chbB	4-102	52794	PTS system IIB component-like:	Phosphotyrosine protein phosphatases I-like
ansA	3-335	53774	Glutaminase/Asparaginase:	Glutaminase/Asparaginase
msrB	5-133	51316	Mss4-like:	Mss4-like
gapA	149-312	55347	Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain:	FwdE/GAPDH domain-like
    	3-166	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
yeaG	75-154,241-368	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
yeaK	10-163	55826	YbaK/ProRS associated domain:	YbaK/ProRS associated domain
yoaG	1-60	103063	Hypothetical protein YoaG:	Hypothetical protein YoaG
yeaR	1-106	51197	Clavaminate synthase-like:	Double-stranded beta-helix
fadD	14-555	56801	Acetyl-CoA synthetase-like:	Acetyl-CoA synthetase-like
sdaA	16-158	143548	Serine metabolism enzymes domain:	FwdE/GAPDH domain-like
yoaE	288-422	54631	CBS-domain pair:	CBS-domain pair
    	432-517	56176	FAD-binding/transporter-associated domain-like:	FAD-binding/transporter-associated domain-like
holE	1-76	46575	DNA polymerase III theta subunit-like:	DNA polymerase III theta subunit-like
eda	11-208	51569	Aldolase:	TIM beta/alpha-barrel
zwf	176-488	55347	Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain:	FwdE/GAPDH domain-like
    	4-189	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
mepM	169-408	51261	Duplicated hybrid motif:	Barrel-sandwich hybrid
    	96-139	54106	LysM domain:	LysM domain
znuC	4-215	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
ruvA	66-137	47781	RuvA domain 2-like:	SAM domain-like
    	1-63	50249	Nucleic acid-binding proteins:	OB-fold
    	157-201	46929	DNA helicase RuvA subunit, C-terminal domain:	RuvA C-terminal domain-like
ruvC	3-156	53098	Ribonuclease H-like:	Ribonuclease H-like motif
yecD	4-188	52499	Isochorismatase-like hydrolases:	Isochorismatase-like hydrolases
yecN	4-127	161084	MAPEG domain-like:	MAPEG domain-like
cmoB	91-323	53335	S-adenosyl-L-methionine-dependent methyltransferases:	S-adenosyl-L-methionine-dependent methyltransferases
cheZ	11-213	75708	Chemotaxis phosphatase CheZ:	Antiparallel coiled-coil
cheY	9-127	52172	CheY-like:	Flavodoxin-like
cheW	17-166	50341	CheW-like:	OB-fold
flhC	5-160	160930	FlhC-like:	FlhC-like
flhD	1-98	63592	Flagellar transcriptional activator FlhD:	Flagellar transcriptional activator FlhD
araG	6-230	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	274-484	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
ftnA	4-158	47240	Ferritin-like:	Ferritin-like
uvrC	17-100	82771	GIY-YIG endonuclease:	GIY-YIG endonuclease
    	521-606	47781	RuvA domain 2-like:	SAM domain-like
    	190-243	46600	C-terminal UvrC-binding domain of UvrB:	Long alpha-hairpin
fliA	5-88	88946	Sigma2 domain of RNA polymerase sigma factors:	Sigma2 domain of RNA polymerase sigma factors
    	160-237	88659	Sigma3 and sigma4 domains of RNA polymerase sigma factors:	DNA/RNA-binding 3-helical bundle
    	89-156	88659	Sigma3 and sigma4 domains of RNA polymerase sigma factors:	DNA/RNA-binding 3-helical bundle
fliG	115-324	48029	FliG:	alpha-alpha superhelix
    	5-104	48029	FliG:	alpha-alpha superhelix
yedA	196-287	103481	Multidrug resistance efflux transporter EmrE:	Multidrug resistance efflux transporter EmrE
    	43-144	103481	Multidrug resistance efflux transporter EmrE:	Multidrug resistance efflux transporter EmrE
yeeN	1-235	75625	YebC-like:	YebC-like
yeeZ	2-266	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
yoeB	3-84	143011	RelE-like:	RelE-like
yefM	1-81	143120	YefM-like:	YefM-like
hisG	6-223	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	226-298	54913	GlnB-like:	Ferredoxin-like
hisH	3-195	52317	Class I glutamine amidotransferase-like:	Flavodoxin-like
hisF	1-257	51366	Ribulose-phoshate binding barrel:	TIM beta/alpha-barrel
gmd	2-353	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
wcaB	11-158	51161	Trimeric LpxA-like enzymes:	Single-stranded left-handed beta-helix
wzb	1-142	52788	Phosphotyrosine protein phosphatases I:	Phosphotyrosine protein phosphatases I-like
yegH	290-424	54631	CBS-domain pair:	CBS-domain pair
    	437-521	56176	FAD-binding/transporter-associated domain-like:	FAD-binding/transporter-associated domain-like
udk	8-205	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
mdtA	79-313	111369	HlyD-like secretion proteins:	HlyD-like secretion proteins
baeR	6-138	52172	CheY-like:	Flavodoxin-like
    	142-234	46894	C-terminal effector domain of the bipartite response regulators:	DNA/RNA-binding 3-helical bundle
fbaB	56-242,270-344	51569	Aldolase:	TIM beta/alpha-barrel
mrp	108-355	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	15-85	117916	Fe-S cluster assembly (FSCA) domain-like:	Alpha-lytic protease prodomain-like
btsR	1-123	52172	CheY-like:	Flavodoxin-like
mglB	25-330	53822	Periplasmic binding protein-like I:	Periplasmic binding protein-like I
folE	4-221	55620	Tetrahydrobiopterin biosynthesis enzymes-like:	T-fold
yeiE	88-286	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	2-109	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
fruB	2-140	55804	Phoshotransferase/anion transport protein:	Phoshotransferase/anion transport protein
    	287-375	55594	HPr-like:	HPr-like
    	150-276	55804	Phoshotransferase/anion transport protein:	Phoshotransferase/anion transport protein
yeiP	132-189	50249	Nucleic acid-binding proteins:	OB-fold
    	67-130	50249	Nucleic acid-binding proteins:	OB-fold
    	1-65	50104	Translation proteins SH3-like domain:	SH3-like barrel
yejB	131-345	161098	MetI-like:	MetI-like
rsuA	61-227	55120	Pseudouridine synthase:	Pseudouridine synthase
    	1-55	55174	Alpha-L RNA-binding motif:	Alpha-L RNA-binding motif
yejM	257-570	53649	Alkaline phosphatase-like:	Alkaline phosphatase-like
ccmG	36-175	52833	Thioredoxin-like:	Thioredoxin fold
ccmE	30-143	82093	Heme chaperone CcmE:	OB-fold
napC	17-196	48695	Multiheme cytochromes:	Multiheme cytochromes
napB	48-145	48695	Multiheme cytochromes:	Multiheme cytochromes
napH	103-143,191-280	54862	4Fe-4S ferredoxins:	Ferredoxin-like
napG	59-204	54862	4Fe-4S ferredoxins:	Ferredoxin-like
atoD	5-217	100950	NagB/RpiA/CoA transferase-like:	NagB/RpiA/CoA transferase-like
yfaE	3-83	54292	2Fe-2S ferredoxin-like:	beta-Grasp (ubiquitin-like)
menB	22-278	52096	ClpP/crotonase:	ClpP/crotonase
nuoI	33-153	54862	4Fe-4S ferredoxins:	Ferredoxin-like
nuoE	15-165	52833	Thioredoxin-like:	Thioredoxin fold
nuoB	35-185	56770	HydA/Nqo6-like:	HydA/Nqo6-like
alaA	7-401	53383	PLP-dependent transferases:	PLP-dependent transferase-like
yfcD	9-166	55811	Nudix:	Nudix
folX	7-120	55620	Tetrahydrobiopterin biosynthesis enzymes-like:	T-fold
hisM	17-223	161098	MetI-like:	MetI-like
hisJ	1-257	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
accD	23-284	52096	ClpP/crotonase:	ClpP/crotonase
fabB	1-253	53901	Thiolase-like:	Thiolase-like
   F	215-403	53901	Thiolase-like:	Thiolase-like
smrB	96-170	160443	SMR domain-like:	IF3-like
emrY	7-197,255-427,479-504	103473	MFS general substrate transporter:	MFS general substrate transporter
evgA	1-124	52172	CheY-like:	Flavodoxin-like
    	134-202	46894	C-terminal effector domain of the bipartite response regulators:	DNA/RNA-binding 3-helical bundle
frc	1-416	89796	CoA-transferase family III (CaiB/BaiF):	CoA-transferase family III (CaiB/BaiF)
alaC	10-394	53383	PLP-dependent transferases:	PLP-dependent transferase-like
ypdB	1-162	52172	CheY-like:	Flavodoxin-like
cysK	3-317	53686	Tryptophan synthase beta subunit-like PLP-dependent enzymes:	Tryptophan synthase beta subunit-like PLP-dependent enzymes
crr	12-167	51261	Duplicated hybrid motif:	Barrel-sandwich hybrid
cysW	16-268	161098	MetI-like:	MetI-like
eutN	1-94	159133	EutN/CcmL-like:	OB-fold
eutM	1-89	143414	CcmK-like:	Ferredoxin-like
eutS	39-107	143414	CcmK-like:	Ferredoxin-like
dapE	5-178,292-373	53187	Zn-dependent exopeptidases:	Phosphorylase/hydrolase-like
    	179-286	55031	Bacterial exopeptidase dimerisation domain:	Ferredoxin-like
purC	7-225	56104	SAICAR synthase-like:	SAICAR synthase-like
gcvR	91-179	55021	ACT-like:	Ferredoxin-like
    	6-88	55021	ACT-like:	Ferredoxin-like
bcp	3-154	52833	Thioredoxin-like:	Thioredoxin fold
upp	4-206	53271	PRTase-like:	PRTase-like
ispG	15-208	51717	Dihydropteroate synthetase-like:	TIM beta/alpha-barrel
    	265-350	56014	Nitrite and sulphite reductase 4Fe-4S domain-like:	Nitrite and sulphite reductase 4Fe-4S domain-like
rlmN	116-326	102114	Radical SAM enzymes:	TIM beta/alpha-barrel
hscB	77-170	47144	HSC20 (HSCB), C-terminal oligomerisation domain:	Open three-helical up-and-down bundle
    	1-75	46565	Chaperone J-domain:	Long alpha-hairpin
iscA	1-96	89360	HesB-like domain:	HesB-like domain
iscU	3-125	82649	SufE/NifU:	SufE/NifU
iscS	4-391	53383	PLP-dependent transferases:	PLP-dependent transferase-like
iscR	2-133	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
trmJ	4-164	75217	alpha/beta knot:	alpha/beta knot
suhB	1-261	56655	Carbohydrate phosphatase:	Carbohydrate phosphatase
glyA	7-415	53383	PLP-dependent transferases:	PLP-dependent transferase-like
glnB	1-112	54913	GlnB-like:	Ferredoxin-like
rnc	5-159	69065	RNase III domain-like:	RNase III domain-like
   F	109-223	54768	dsRNA-binding domain-like:	dsRBD-like
rseA	1-66	89069	N-terminal, cytoplasmic domain of anti-sigmaE factor RseA:	N-terminal, cytoplasmic domain of anti-sigmaE factor RseA
rpoE	2-105	88946	Sigma2 domain of RNA polymerase sigma factors:	Sigma2 domain of RNA polymerase sigma factors
    	122-183	88659	Sigma3 and sigma4 domains of RNA polymerase sigma factors:	DNA/RNA-binding 3-helical bundle
trxC	24-138	52833	Thioredoxin-like:	Thioredoxin fold
pssA	9-208	56024	Phospholipase D/nuclease:	Phospholipase D/nuclease
    	253-395	56024	Phospholipase D/nuclease:	Phospholipase D/nuclease
clpB	159-545	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	546-853	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	4-156	81923	Double Clp-N motif:	Double Clp-N motif
bamD	27-121	48452	TPR-like:	alpha-alpha superhelix
raiA	1-88	69754	Ribosome binding protein Y (YfiA homologue):	Ribosome binding protein Y (YfiA homologue)
   F	1-112	-9	PDB:	
rplS	2-114	50104	Translation proteins SH3-like domain:	SH3-like barrel
rimM	12-100	50447	Translation proteins:	Reductase/isomerase/elongation factor common domain
    	106-182	50346	PRC-barrel domain:	PRC-barrel domain
rpsP	1-76	54565	Ribosomal protein S16:	Ribosomal protein S16
ffh	42-354	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
   F	329-431	47446	Signal peptide-binding domain:	Signal peptide-binding domain
smpB	8-138	74982	Small protein B (SmpB):	Small protein B (SmpB)
kbp	97-147	54106	LysM domain:	LysM domain
ygaC	1-111	159894	YgaC/TfoX-N like:	Secretion chaperone-like
nrdH	3-72	52833	Thioredoxin-like:	Thioredoxin fold
mprA	22-166	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
luxS	4-162	63411	LuxS/MPP-like metallohydrolase:	LuxS/MPP-like metallohydrolase
recA	6-269	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	273-326	54752	RecA protein, C-terminal domain:	Anti-LPS factor/recA domain
hydN	1-170	54862	4Fe-4S ferredoxins:	Ferredoxin-like
hycB	1-101,136-182	54862	4Fe-4S ferredoxins:	Ferredoxin-like
hypB	88-286	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
hypC	1-86	159127	HupF/HypC-like:	OB-fold
pcm	12-204	53335	S-adenosyl-L-methionine-dependent methyltransferases:	S-adenosyl-L-methionine-dependent methyltransferases
eno	146-426	51604	Enolase C-terminal domain-like:	TIM beta/alpha-barrel
    	3-140	54826	Enolase N-terminal domain-like:	Enolase N-terminal domain-like
mazG	2-105	101386	all-alpha NTP pyrophosphatases:	all-alpha NTP pyrophosphatases
    	135-236	101386	all-alpha NTP pyrophosphatases:	all-alpha NTP pyrophosphatases
mazE	4-75	89447	AbrB/MazE/MraZ-like:	Double-split beta-barrel
relA	211-387	81301	Nucleotidyltransferase:	Nucleotidyltransferase
    	27-207	109604	HD-domain/PDEase-like:	HD-domain/PDEase-like
    	399-465	81271	TGS-like:	beta-Grasp (ubiquitin-like)
    	665-741	55021	ACT-like:	Ferredoxin-like
   F	60-741	-9	PDB:	
truC	2-238	55120	Pseudouridine synthase:	Pseudouridine synthase
ppnN	118-330	102405	MCP/YpsA-like:	MCP/YpsA-like
fucP	20-431	103473	MFS general substrate transporter:	MFS general substrate transporter
fucU	1-138	102546	RbsD-like:	RbsD-like
gcvA	93-295	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	3-87	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
ygdI	23-73	50182	Sm-like ribonucleoproteins:	Sm-like fold
amiC	188-284,331-407	53187	Zn-dependent exopeptidases:	Phosphorylase/hydrolase-like
argA	5-291	53633	Carbamate kinase-like:	Carbamate kinase-like
   F	256-418	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
thyA	2-264	55831	Thymidylate synthase/dCMP hydroxymethylase:	Thymidylate synthase/dCMP hydroxymethylase
rppH	5-159	55811	Nudix:	Nudix
ygdR	21-71	50182	Sm-like ribonucleoproteins:	Sm-like fold
ygeY	10-185,316-399	53187	Zn-dependent exopeptidases:	Phosphorylase/hydrolase-like
    	186-282	55031	Bacterial exopeptidase dimerisation domain:	Ferredoxin-like
xerD	106-296	56349	DNA breaking-rejoining enzymes:	DNA breaking-rejoining enzymes
    	4-100	47823	lambda integrase-like, N-terminal domain:	SAM domain-like
fldB	1-168	52218	Flavoproteins:	Flavodoxin-like
sdhE	1-78	109910	YgfY-like:	YgfY-like
ygfB	7-176	101327	YgfB-like:	YgfB-like
zapA	6-94	102829	Cell division protein ZapA-like:	Cell division protein ZapA-like
rpiA	2-146	100950	NagB/RpiA/CoA transferase-like:	NagB/RpiA/CoA transferase-like
    	127-198	75445	D-ribose-5-phosphate isomerase (RpiA), lid domain:	Ferredoxin-like
argP	92-289	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	4-110	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
pgk	6-383	53748	Phosphoglycerate kinase:	Phosphoglycerate kinase
tktA	5-331	52518	Thiamin diphosphate-binding fold (THDP-binding):	Thiamin diphosphate-binding fold (THDP-binding)
    	336-526	52518	Thiamin diphosphate-binding fold (THDP-binding):	Thiamin diphosphate-binding fold (THDP-binding)
    	533-663	52922	TK C-terminal domain-like:	TK C-terminal domain-like
metK	233-382	55973	S-adenosylmethionine synthetase:	S-adenosylmethionine synthetase
    	112-232	55973	S-adenosylmethionine synthetase:	S-adenosylmethionine synthetase
    	3-109	55973	S-adenosylmethionine synthetase:	S-adenosylmethionine synthetase
galP	13-448	103473	MFS general substrate transporter:	MFS general substrate transporter
yggS	4-231	51419	PLP-binding barrel:	TIM beta/alpha-barrel
yggX	1-90	111148	YggX-like:	YggX-like
mltC	191-357	53955	Lysozyme-like:	Lysozyme-like
glcG	2-132	143744	GlcG-like:	Profilin-like
hybG	1-76	159127	HupF/HypC-like:	OB-fold
hybC	1-552	56762	HydB/Nqo4-like:	HydB/Nqo4-like
yqhD	1-385	56796	Dehydroquinate synthase-like:	Dehydroquinate synthase-like
yqhH	24-72	58042	Outer membrane lipoprotein:	Parallel coiled-coil
mdaB	1-192	52218	Flavoproteins:	Flavodoxin-like
yqiA	3-188	53474	alpha/beta-Hydrolases:	alpha/beta-Hydrolases
nudF	17-197	55811	Nudix:	Nudix
rfaE	12-309	53613	Ribokinase-like:	Ribokinase-like
    	340-471	52374	Nucleotidylyl transferase:	Adenine nucleotide alpha hydrolase-like
folB	1-114	55620	Tetrahydrobiopterin biosynthesis enzymes-like:	T-fold
ttdB	3-174	117457	FumA C-terminal domain-like:	The "swivelling" beta/beta/alpha domain
ebgC	3-142	51197	Clavaminate synthase-like:	Double-stranded beta-helix
uxaC	3-465	51556	Metallo-dependent hydrolases:	TIM beta/alpha-barrel
tdcF	2-126	55298	YjgF-like:	Bacillus chorismate mutase-like
tdcB	11-321	53686	Tryptophan synthase beta subunit-like PLP-dependent enzymes:	Tryptophan synthase beta subunit-like PLP-dependent enzymes
yhbS	1-163	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
yhbT	42-137	55718	SCP-like:	SCP-like
yhbW	7-328	51679	Bacterial luciferase-like:	TIM beta/alpha-barrel
deaD	75-361	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
nlpI	27-283	48452	TPR-like:	alpha-alpha superhelix
rpsO	3-89	47060	S15/NS1 RNA-binding domain:	S15/NS1 RNA-binding domain
truB	9-246	55120	Pseudouridine synthase:	Pseudouridine synthase
    	251-310	88697	PUA domain-like:	PUA domain-like
nusA	1-126	69705	Transcription factor NusA, N-terminal domain:	Transcription factor NusA, N-terminal domain
    	201-278	54814	Prokaryotic type KH domain (KH-domain type II):	Alpha-lytic protease prodomain-like
    	132-199	50249	Nucleic acid-binding proteins:	OB-fold
    	429-492	47794	Rad51 N-terminal domain-like:	SAM domain-like
    	355-414	47794	Rad51 N-terminal domain-like:	SAM domain-like
    	279-343	54814	Prokaryotic type KH domain (KH-domain type II):	Alpha-lytic protease prodomain-like
folP	7-271	51717	Dihydropteroate synthetase-like:	TIM beta/alpha-barrel
ftsH	141-391	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	402-602	140990	FtsH protease domain-like:	FtsH protease domain-like
yhbY	1-95	75471	YhbY-like:	IF3-like
greA	1-76	46557	GreA transcript cleavage protein, N-terminal domain:	Long alpha-hairpin
    	85-157	54534	FKBP-like:	FKBP-like
rpmA	2-81	110324	Ribosomal L27 protein-like:	Barrel-sandwich hybrid
sfsB	3-72	47413	lambda repressor-like DNA-binding domains:	lambda repressor-like DNA-binding domains
murA	1-416	55205	EPT/RTPC-like:	IF3-like
ibaG	2-82	82657	BolA-like:	Alpha-lytic protease prodomain-like
