Gene	Frame ID	Synonyms	Location	Complex	Cofactors	Essentiality (Lb Lennox)	Copy Number in Neidhardt EZ rich defined medium (molecules/cell)	Molecular Weight (from nucleotide sequece)	Mass (fg)	Overall # of Subunits	Unique Subunits	pI
sucB	EG10980	E2(o) subunit	cytosol	"'SucA.12.', 'SucB.24.', 'Lpd.2.'"	"thiamine diphosphate , FAD , Mg2+ "	Growth	10970	44.011	0.801709361	38	3	5.55
groL	EG10599	groEL; mopA; cpn60	cytosol	"'GroL.14', 'GroS.14'"	None	No Growth	52165	57.329	4.96595373	28	2	4.703
groS	EG10600	groES; mopB; cpn10	cytosol	"'GroL.14', 'GroS.14'"	None	No Growth	59001	10.387	1.01765037	28	2	5.02
clpA	EG10156	lopD; ATP-binding component of serine protease	cytosol	"'ClpP.14.', 'ClpA.6.', 'ClpX.6.'"	None	Growth	989	84.207	0.138290892	26	3	6.023
clpP	EG10158	lopP; heat shock protein F21.5	cytosol	"'ClpP.14.', 'ClpA.6.', 'ClpX.6.'"	None	Growth	6334	23.187	0.243877487	26	3	5.538
clpX	EG10159	lopC	cytosol	"'ClpP.14.', 'ClpA.6.', 'ClpX.6.'"	None	Growth	5857	46.356	0.450848126	26	3	5.107
flhA	G370	flaH	inner membrane	"'FlhA.', 'FlhB.', 'FliO.', 'FliP.', 'FliQ.', 'FliR.', 'FliH.12', 'FliI.6', 'FliJ.'"	None	Growth	7	74.843	0.000869958	25	9	5.854
flhB	G7028	yecQ; flaG	inner membrane	"'FlhA.', 'FlhB.', 'FliO.', 'FliP.', 'FliQ.', 'FliR.', 'FliH.12', 'FliI.6', 'FliJ.'"	None	Growth	No Info Available	42.238	No Info Available	25	9	9.934
fliH	EG11656	flaAII.3; flaBIII	"cytosol, cell projection"	"'FlhA.', 'FlhB.', 'FliO.', 'FliP.', 'FliQ.', 'FliR.', 'FliH.12', 'FliI.6', 'FliJ.'"	None	Growth	No Info Available	25.05	No Info Available	25	9	4.484
fliI	G377	fla; flaAIII; flaC	"inner membrane, cytosol"	"'FlhA.', 'FlhB.', 'FliO.', 'FliP.', 'FliQ.', 'FliR.', 'FliH.12', 'FliI.6', 'FliJ.'"	None	Growth	No Info Available	49.316	No Info Available	25	9	6.53
fliJ	G378	flaO	"inner membrane, cell projection"	"'FlhA.', 'FlhB.', 'FliO.', 'FliP.', 'FliQ.', 'FliR.', 'FliH.12', 'FliI.6', 'FliJ.'"	None	Growth	No Info Available	17.307	No Info Available	25	9	8.116
fliO	EG11224	flbD	"inner membrane, cell projection"	"'FlhA.', 'FlhB.', 'FliO.', 'FliP.', 'FliQ.', 'FliR.', 'FliH.12', 'FliI.6', 'FliJ.'"	None	Growth	No Info Available	12.67	No Info Available	25	9	10.867
fliP	EG11975	flaR	"inner membrane, cell projection"	"'FlhA.', 'FlhB.', 'FliO.', 'FliP.', 'FliQ.', 'FliR.', 'FliH.12', 'FliI.6', 'FliJ.'"	None	Growth	No Info Available	26.928	No Info Available	25	9	8.621
fliQ	EG11976	flaQ; flagellar biosynthetic protein FliQ	"inner membrane, cell projection"	"'FlhA.', 'FlhB.', 'FliO.', 'FliP.', 'FliQ.', 'FliR.', 'FliH.12', 'FliI.6', 'FliJ.'"	None	Growth	No Info Available	9.632	No Info Available	25	9	4.726
fliR	EG11977	flaP	"inner membrane, cell projection"	"'FlhA.', 'FlhB.', 'FliO.', 'FliP.', 'FliQ.', 'FliR.', 'FliH.12', 'FliI.6', 'FliJ.'"	None	Growth	No Info Available	28.543	No Info Available	25	9	5.843
bfr	EG10113	cytochrome b1	cytosol	'Bfr.24'	None	Growth	192	18.495	0.005896641	24	1	4.552
ftnA	EG10921	ftn; gen-165; rsgA	cytosol	'FtnA.24'	None	Growth	6077	19.424	0.196009444	24	1	4.637
hslU	EG11881	clpY; htpI; D48.5	cytosol	"'HslU.6.2', 'HslV.6.2'"	None	Growth	9329	49.594	0.768269021	24	2	5.126
hslV	EG11676	yiiC; clpQ; htpO	cytosol	"'HslU.6.2', 'HslV.6.2'"	None	Growth	6354	19.093	0.201451485	24	2	6.1
rpsA	EG10900	ssyF	"ribosome, cytosol"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	No Growth	126181	61.158	12.81434258	23	23	4.745
rpsB	EG10901	None	ribosome	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	No Growth	143643	26.744	6.379107502	23	23	6.815
rpsC	EG10902	None	"cytosol, ribosome"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	No Growth	114735	25.983	4.950331744	23	23	10.575
rpsD	EG10903	ramA; sud(2); sud2	"cytosol, ribosome"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	No Growth	158063	23.469	6.159903322	23	23	10.312
rpsE	EG10904	spc; eps; spcA	"cytosol, ribosome"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	No Growth	114899	17.603	3.358551626	23	23	10.417
rpsG	EG10906	None	"cytosol, ribosome"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	No Growth	151573	20.019	5.038639844	23	23	10.644
rpsH	EG10907	None	"cytosol, ribosome"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	No Growth	110023	14.127	2.580967397	23	23	9.682
rpsI	EG10908	None	"ribosome, cytosol"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	Indeterminate	175324	14.856	4.325062143	23	23	11.197
rpsK	EG10910	None	"cytosol, ribosome"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	No Growth	136478	13.845	3.137651468	23	23	11.541
rpsL	EG10911	asuB; strA	"cytosol, ribosome"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	No Growth	138745	13.737	3.164887887	23	23	11.141
rpsM	EG10912	None	"ribosome, cytosol"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	Indeterminate	118618	13.099	2.580107671	23	23	11.053
rpsN	EG10913	None	"ribosome, cytosol"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	No Growth	135510	11.58	2.605727493	23	23	11.401
rpsO	EG10914	secC	"cytosol, ribosome"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	Indeterminate	155015	10.269	2.643327469	23	23	10.694
rpsP	EG10915	None	"ribosome, cytosol"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	No Growth	162221	9.191	2.475819225	23	23	10.814
rpsQ	EG10916	neaA	"cytosol, ribosome"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	Indeterminate	118366	9.704	1.907334437	23	23	9.914
rpsS	EG10918	None	"cytosol, ribosome"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	No Growth	120180	10.43	2.081448159	23	23	10.842
rpsT	EG10919	supS; sup(s20); supS20	"ribosome, cytosol"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	Indeterminate	169651	9.684	2.728100061	23	23	11.458
rpsU	EG10920	None	"cytosol, ribosome"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	No Growth	197851	8.5	2.792584132	23	23	11.382
rrsA	EG30084	rrsA 16S ribosomal RNA; 16S rRNA	Unknown	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	No Info Available	No Info Available	No Info Available	No Info Available	23	23	No Info Available
sra	EG11508	rpsV; Protein D	"cytosol, ribosome"	"'RrsA.', 'RpsA.', 'RpsB.', 'RpsC.', 'RpsD.', 'RpsE.', 'RpsF.', 'RpsG.', 'RpsH.', 'RpsI.', 'RpsJ.', 'RpsK.', 'RpsL.', 'RpsM.', 'RpsN.', 'RpsO.', 'RpsP.', 'RpsQ.', 'RpsR.', 'RpsS.', 'RpsT.', 'RpsU.', 'Sra.'"	None	Growth	396	5.096	0.003350994	23	23	11.306
dnaN	EG10242	DNA polymerase III subunit β	cytosol	"DnaE.3', 'DnaQ.3', 'HolE.3', 'DnaX.3', 'HolB.', 'HolA.', 'DnaN.2.2', 'DnaX.2.', 'HolC.4', 'HolD.4'"	None	No Growth	1764	40.587	0.11888707	28	10	5.153
csrB	G0-8785	None	Unknown	"'CsrB.', 'CsrA.18'"	None	No Info Available	No Info Available	No Info Available	No Info Available	19	2	No Info Available
citD	G6343	"ybdX; citrate lyase, acyl carrier γ subunit; CitD acyl carrier protein"	cytosol	"'CitD.6.', 'CitF.6.', 'CitE.6.'"	2'-(5''-phosphoribosyl)-3'-dephospho-CoA 	Growth	No Info Available	10.689	No Info Available	18	3	4.436
citE	G6342	"ybdW; citrate lyase, citryl-ACP lyase β subunit; citrate lyase citryl-acyl carrier protein lyase subunit; citrate lyase, citryl-ACP lyase component"	cytosol	"'CitD.6.', 'CitF.6.', 'CitE.6.'"	2'-(5''-phosphoribosyl)-3'-dephospho-CoA 	Growth	No Info Available	33.11	No Info Available	18	3	5.481
citF	G6341	"ybdV; citrate lyase, citrate-ACP transferase α subunit; citrate lyase, citrate-acyl carrier protein transferase α subunit; citrate lyase citrate-acyl carrier protein transferase subunit; citrate lyase, citrate-ACP transferase component"	cytosol	"'CitD.6.', 'CitF.6.', 'CitE.6.'"	2'-(5''-phosphoribosyl)-3'-dephospho-CoA 	Growth	No Info Available	55.173	No Info Available	18	3	6.112
csgE	G6545	None	"periplasmic space, cytosol, outer membrane"	"'CsgE.9', 'CsgG.9'"	None	Growth	No Info Available	14.879	No Info Available	18	2	5.205
csgG	G6543	None	"periplasmic space, inner membrane, outer membrane"	"'CsgE.9', 'CsgG.9'"	None	Growth	No Info Available	30.557	No Info Available	18	2	7.032
ruvA	RUVA	"branch migration of Holliday structures, repair"	cytosol	"'RuvC.2', 'RuvB.12', 'RuvA.4'"	None	Growth	657	22.086	0.024095255	18	3	5.732
ruvB	RUVB	"branch migration of Holliday structures, repair helicase"	cytosol	"'RuvC.2', 'RuvB.12', 'RuvA.4'"	None	Growth	452	37.174	0.027901453	18	3	4.894
ruvC	EG10925	"Holliday junction nuclease, resolution of structures, repair"	cytosol	"'RuvC.2', 'RuvB.12', 'RuvA.4'"	None	Growth	462	18.747	0.014382118	18	3	9.739
cheA	EG10146	chemotaxis kinase-phosphotransferase CheA(L); CheAL	"inner membrane, cytosol"	"'CheA.2.', 'CheW.2', 'Trg.2.6'"	None	Growth	No Info Available	71.382	No Info Available	16	3	4.884
cheW	EG10149	purine-binding chemotaxis protein	"inner membrane, cytosol"	"'CheA.2.', 'CheW.2', 'Trg.2.6'"	None	Growth	89	18.084	0.002672598	16	3	4.157
tap	EG10987	Tap dimer; MCP-IV; dipeptide chemoreceptor protein; chemotaxis signaling protein IV	inner membrane	"'CheA.2.', 'CheW.2', 'Tap.2.6'"	None	Growth	No Info Available	57.512	No Info Available	16	3	5.462
tar	EG10988	cheM; MCP-II; aspartate chemoreceptor protein; Tar dimer; chemotaxis signaling protein II	inner membrane	"'CheA.2.', 'CheW.2', 'Tar.2.6'"	None	Growth	No Info Available	59.944	No Info Available	16	3	5.316
trg	EG11018	MCP-III; ribose/galactose/glucose chemoreceptor protein; Trg dimer; chemotaxis signaling protein III	inner membrane	"'CheA.2.', 'CheW.2', 'Trg.2.6'"	None	Growth	No Info Available	58.899	No Info Available	16	3	6.263
tsr	EG11034	cheD; serine chemoreceptor protein; Tsr dimer; MCP-I; chemotaxis signaling protein I	inner membrane	"'CheW.2', 'CheA.2.', 'Tsr.2.6'"	None	Growth	17	59.443	0.001678026	16	3	4.749
dnaB	EG10236	groP; grpA; grpD	cytosol	"'DnaB.6.', 'DnaT.3.', 'PriB.2.', 'PriA.', 'PriC.', 'DnaG.'"	None	No Growth	694	52.39	0.060374974	14	6	4.797
dnaG	EG10239	dnaP; parB; sdgA	cytosol	"'DnaB.6.', 'DnaT.3.', 'PriB.2.', 'PriA.', 'PriC.', 'DnaG.'"	Mg2+ 	No Growth	356	65.565	0.038758874	14	6	5.719
dnaT	EG10244	primosomal protein i	Unknown	"'DnaB.6.', 'DnaT.3.', 'PriB.2.', 'PriA.', 'PriC.', 'DnaG.'"	None	Growth	605	19.455	0.019545001	14	6	5.046
mcrC	EG10575	MrcC subunit of 5-methylcytosine restriction system	cytosol	"'McrB.12', 'McrC.2'"	"Mg2+ , GTP "	Growth	41	40.59	0.002763452	14	2	9.097
priA	EG10763	srgA; replication factor Y	cytosol	"'DnaB.6.', 'DnaT.3.', 'PriB.2.', 'PriA.', 'PriC.', 'DnaG.'"	None	Growth	105	81.655	0.014237088	14	6	8.816
priB	EG10764	None	cytosol	"'DnaB.6.', 'DnaT.3.', 'PriB.2.', 'PriA.', 'PriC.', 'DnaG.'"	None	No Growth	1148	11.442	0.021811871	14	6	8.124
priC	EG10765	None	cytosol	"'DnaB.6.', 'DnaT.3.', 'PriB.2.', 'PriA.', 'PriC.', 'DnaG.'"	None	Growth	161	20.375	0.005447191	14	6	10.235
atpB	EG10099	papD; uncB; protein 6; chain A; ATP synthase F0 complex - a subunit	inner membrane	"'AtpE.10.', 'AtpF.2.', 'AtpB.'"	Mg2	Growth	10508	30.303	0.528755357	13	3	6.572
atpE	EG10102	papH; uncE; dicyclohexylcarbodiimide-binding protein; ATP synthase F0 complex - subunit c; F0-c	inner membrane	"'AtpE.10.', 'AtpF.2.', 'AtpB.'"	Mg2	Growth	112959	8.256	1.54860128	13	3	4.282
atpF	EG10103	papF; uncF; B chain; ATP synthase Fo complex - b subunit	inner membrane	"'AtpE.10.', 'AtpF.2.', 'AtpB.'"	Mg2	Growth	17866	17.264	0.512174377	13	3	6.001
cusA	EG12367	ybdE	inner membrane	"'CusC.3', 'CusB.6', 'CusF.', 'CusA.3'"	None	Growth	No Info Available	114.71	No Info Available	13	4	6.188
cusB	G6322	ylcD	"periplasmic space, membrane"	"'CusC.3', 'CusB.6', 'CusF.', 'CusA.3'"	None	Growth	No Info Available	44.305	No Info Available	13	4	5.928
cusC	G6320	ibeB; ylcB	outer membrane	"'CusC.3', 'CusB.6', 'CusF.', 'CusA.3'"	None	Growth	No Info Available	50.27	No Info Available	13	4	6.118
cusF	G6321	cusX; ylcC; ORF110	periplasmic space	"'CusC.3', 'CusB.6', 'CusF.', 'CusA.3'"	None	Growth	48	12.251	0.000976477	13	4	7.576
eno	EG10258	None	"cytosol, extracellular space, cytoskeleton"	"'Ppk.2.', 'Rne.4.', 'RhlB.2.', 'Pnp.3.', 'Eno.2.'"	Mg2+ 	No Growth	54222	45.655	4.110673378	13	5	5.231
ftsH	EG11506	std; hflB; mrsC; tolZ	inner membrane	"HflK.6', 'HflC.6', 'FtsH.6'"	Zn2+ 	No Growth	4550	70.708	0.534230945	18	3	5.97
nuoA	EG12082	"NADH:ubiquinone oxidoreductase, membrane subunit A"	inner membrane	"NuoA.', 'NuoH.', 'NuoJ.', 'NuoK.', 'NuoL.', 'NuoM.', 'NuoN.', 'NuoB.', 'NuoC.', 'NuoE.', 'NuoF.', 'NuoG.', 'NuoI.'"	"Mg2+ , a [2Fe-2S] iron-sulfur cluster , a [4Fe-4S] iron-sulfur cluster , Ca2+ , FMN "	Growth	3084	16.457	0.084277982	13	13	10.008
nuoH	EG12088	"NADH:ubiquinone oxidoreductase, membrane subunit H"	inner membrane	"NuoA.', 'NuoH.', 'NuoJ.', 'NuoK.', 'NuoL.', 'NuoM.', 'NuoN.', 'NuoB.', 'NuoC.', 'NuoE.', 'NuoF.', 'NuoG.', 'NuoI.'"	"Mg2+ , a [2Fe-2S] iron-sulfur cluster , a [4Fe-4S] iron-sulfur cluster , Ca2+ , FMN "	Growth	1631	36.219	0.098093337	13	13	7.126
nuoJ	EG12090	"NADH:ubiquinone oxidoreductase, membrane subunit J"	inner membrane	"NuoA.', 'NuoH.', 'NuoJ.', 'NuoK.', 'NuoL.', 'NuoM.', 'NuoN.', 'NuoB.', 'NuoC.', 'NuoE.', 'NuoF.', 'NuoG.', 'NuoI.'"	"Mg2+ , a [2Fe-2S] iron-sulfur cluster , a [4Fe-4S] iron-sulfur cluster , Ca2+ , FMN "	Growth	1336	19.875	0.044092293	13	13	5.525
nuoK	EG12091	"NADH:ubiquinone oxidoreductase, membrane subunit K"	inner membrane	"NuoA.', 'NuoH.', 'NuoJ.', 'NuoK.', 'NuoL.', 'NuoM.', 'NuoN.', 'NuoB.', 'NuoC.', 'NuoE.', 'NuoF.', 'NuoG.', 'NuoI.'"	"Mg2+ , a [2Fe-2S] iron-sulfur cluster , a [4Fe-4S] iron-sulfur cluster , Ca2+ , FMN "	Growth	1352	10.845	0.024347554	13	13	9.022
nuoL	EG12092	"NADH:ubiquinone oxidoreductase, membrane subunit L"	inner membrane	"NuoA.', 'NuoH.', 'NuoJ.', 'NuoK.', 'NuoL.', 'NuoM.', 'NuoN.', 'NuoB.', 'NuoC.', 'NuoE.', 'NuoF.', 'NuoG.', 'NuoI.'"	"Mg2+ , a [2Fe-2S] iron-sulfur cluster , a [4Fe-4S] iron-sulfur cluster , Ca2+ , FMN "	Growth	1634	66.438	0.180267607	13	13	8.166
nuoM	EG11773	"nuoA; NADH:ubiquinone oxidoreductase, membrane subunit M"	inner membrane	"NuoA.', 'NuoH.', 'NuoJ.', 'NuoK.', 'NuoL.', 'NuoM.', 'NuoN.', 'NuoB.', 'NuoC.', 'NuoE.', 'NuoF.', 'NuoG.', 'NuoI.'"	"Mg2+ , a [2Fe-2S] iron-sulfur cluster , a [4Fe-4S] iron-sulfur cluster , Ca2+ , FMN "	Growth	2158	56.525	0.20255413	13	13	8.461
nuoN	EG12093	"NADH:ubiquinone oxidoreductase, membrane subunit N"	inner membrane	"NuoA.', 'NuoH.', 'NuoJ.', 'NuoK.', 'NuoL.', 'NuoM.', 'NuoN.', 'NuoB.', 'NuoC.', 'NuoE.', 'NuoF.', 'NuoG.', 'NuoI.'"	"Mg2+ , a [2Fe-2S] iron-sulfur cluster , a [4Fe-4S] iron-sulfur cluster , Ca2+ , FMN "	Growth	2545	52.044	0.219941684	13	13	8.51
pnp	EG10743	bfl; PNPase	cytosol	"'Ppk.2.', 'Rne.4.', 'RhlB.2.', 'Pnp.3.', 'Eno.2.'"	Mg2+ 	Growth	11905	77.101	1.524187871	13	5	4.983
ppk	EG11510	None	"outer membrane, inner membrane"	"'Ppk.2.', 'Rne.4.', 'RhlB.2.', 'Pnp.3.', 'Eno.2.'"	None	Growth	257	80.431	0.034324616	13	5	9.044
rhlB	EG10844	mmrA; ATP-dependent RNA helicase of the RNA degradosome	cytosol	"'Ppk.2.', 'Rne.4.', 'RhlB.2.', 'Pnp.3.', 'Eno.2.'"	Mg2+ 	Growth	3459	47.126	0.270682533	13	5	7.434
rne	EG10859	smbB; ams; hmp1; RNase E	"cytosol, inner membrane"	"'Ppk.2.', 'Rne.4.', 'RhlB.2.', 'Pnp.3.', 'Eno.2.'"	Mg2	No Growth	2729	118.2	0.535636425	13	5	5.413
acrA	EG11703	sipB; Mb; lir; mbl; mtcA; nbsA; acridine efflux pump; AcrA membrane fusion protein; periplasmic adaptor protein AcrA	"inner membrane, periplasmic space"	"'TolC.3.', 'AcrD.3', 'AcrA.6'"	None	Growth	3861	42.197	0.270539366	12	3	7.983
acrB	EG11704	AcrB RND permease; acriflavine resistance protein B	"periplasmic space, inner membrane"	"'TolC.3.', 'AcrA.6', 'AcrB.3'"	None	Growth	2074	113.57	0.391130307	12	3	5.301
acrD	EG10014	yffA	"periplasmic space, inner membrane"	"'TolC.3.', 'AcrD.3', 'AcrA.6'"	None	Growth	56	113.05	0.010512541	12	3	5.587
acrE	EG10266	None	inner membrane	"'TolC.3.', 'AcrE.6', 'AcrF.3'"	None	Growth	No Info Available	41.318	No Info Available	12	3	6.051
acrF	EG10267	envD	inner membrane	"'TolC.3.', 'AcrE.6', 'AcrF.3'"	None	Growth	5	111.45	0.000925335	12	3	5.211
ahpC	EG11384	"tpx; ssi8; alkyl hydroperoxide reductase, C22 subunit"	cytosol	"'AhpC.10', 'AhpF.2'"	FAD 	Growth	92449	20.761	3.187128522	12	2	4.909
ahpF	EG11385	"alkyl hydroperoxide reductase, F52a subunit"	cytosol	"'AhpC.10', 'AhpF.2'"	FAD 	Growth	5698	56.177	0.531532811	12	2	5.422
cysI	EG10190	SiR-HP; β subunit	Unknown	"'CysJ.8.', 'CysI.4'"	"a [4Fe-4S] iron-sulfur cluster , FAD , FMN , siroheme "	Growth	43	63.998	0.004569661	12	2	7.368
cysJ	EG10191	SiR-FP; α subunit	cytosol	"'CysJ.8.', 'CysI.4'"	"FAD , FMN "	Growth	34	66.27	0.003741493	12	2	4.789
degP	EG10463	htrA; ptd; protease Do	"inner membrane, periplasmic space"	'DegP.12'	None	Growth	2139	49.354	0.175300127	12	1	8.696
degQ	G7682	hhoA	"inner membrane, periplasmic space"	'DegQ.12'	None	Growth	528	47.205	0.041387674	12	1	5.682
dfp	EG10004	coaBC	cytosol	'Dfp.12'	Mg2+ 	No Growth	1126	43.438	0.081218937	12	1	No Info Available
dps	EG11415	pexB; vtm; stationary phase nucleoid protein that sequesters iron and protects DNA from damage	"bacterial nucleoid, cytosol"	'Dps.12'	None	Growth	2131	18.695	0.06615429	12	1	5.793
eutB	EG50006	None	cytosol	"'EutB.6', 'EutC.6'"	adenosylcobalamin 	Growth	175	49.403	0.014356232	12	2	4.651
eutC	EG50007	None	cytosol	"'EutB.6', 'EutC.6'"	adenosylcobalamin 	Growth	151	31.782	0.007969063	12	2	6.447
frlB	G7723	yhfN	cytosol	'FrlB.12'	None	Growth	66	38.569	0.004226992	12	1	4.843
glnA	EG10383	None	"cytosol, membrane"	'GlnA.12'	Mn2+ 	Growth	2480	51.904	0.213747774	12	1	5.198
gspC	G7702	yheE	inner membrane	"'GspC.', 'GspD.', 'GspE.', 'GspF.', 'GspG.', 'GspH.', 'GspI.', 'GspJ.', 'GspK.', 'GspL.', 'GspM.', 'GspO.'"	None	Growth	No Info Available	30.038	No Info Available	12	12	7.038
